Portfolio,Stock,Weight_Pct,Return_Pct,Sharpe_Ratio,Risk_Volatility_Pct,Risk_MaxDrawdown_Pct
Mega Diversified All,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified All,ELET3,3.53,292.7,2.46,49.9,32.6
Mega Diversified All,PBR-A,3.27,56.7,1.54,28.9,21.9
Mega Diversified All,LEVE3,1.11,122.1,1.91,46.0,39.7
Mega Diversified All,EALT4,1.0,13.3,0.59,33.7,37.3
Mega Diversified All,AAPL,0.5,-99.9,-0.17,286.0,99.9
Mega Diversified All,LLY,0.5,-99.9,0.41,259.7,99.2
Mega Diversified Brazilian,CPLE3,12.5,65.3,2.65,17.3,7.5
Mega Diversified Brazilian,BRKM6,9.98,28.2,1.23,35.3,24.3
Mega Diversified Brazilian,BPAN4,8.87,51.6,1.86,25.9,16.8
Mega Diversified Brazilian,BRAP3,8.51,95.1,2.41,26.6,18.7
Mega Diversified Brazilian,GGBR3,7.63,30.2,0.87,33.4,29.1
Mega Diversified Brazilian,UNIP6,6.93,315.8,2.34,73.5,42.2
Mega Diversified Brazilian,UNIP3,6.43,366.9,2.24,79.2,34.8
Mega Diversified Brazilian,PRIO3,6.36,263.2,2.83,110.8,59.4
Mega Diversified Brazilian,ELET6,6.13,266.1,2.07,60.8,37.3
Mega Diversified Brazilian,ITUB4,5.66,170.1,2.79,36.4,20.0
Mega Diversified Brazilian,TAEE11,5.59,136.8,2.27,36.1,22.1
Mega Diversified Brazilian,SANB4,4.13,42.1,1.34,29.5,21.0
Mega Diversified Brazilian,ELET3,3.53,292.7,2.46,49.9,32.6
Mega Diversified Brazilian,BBSE3,2.15,30.6,0.97,68.3,60.6
Mega Diversified Brazilian,LEVE3,1.11,122.1,1.91,46.0,39.7
Mega Diversified Brazilian,ENEV3,1.0,112.5,2.79,27.5,12.8
Mega Diversified Brazilian,EALT4,1.0,13.3,0.59,33.7,37.3
Mega Diversified Brazilian,CPLE6,0.5,50.1,2.16,18.9,11.2
Mega Diversified Brazilian,CMIG4,0.5,20.5,0.96,18.4,10.9
Mega Diversified Brazilian,PSSA3,0.5,235.4,2.72,49.6,36.7
Mega Diversified Brazilian,TAEE3,0.5,32.7,1.44,17.6,12.0
Mega Diversified Brazilian,ALUP4,0.5,31.1,1.83,17.0,10.5
Mega Diversified International,PYPL,10.0,126.3,1.36,287.3,100.0
Mega Diversified International,HSBC,10.0,277.8,2.43,142.8,98.3
Mega Diversified International,INTC,10.0,282.3,2.06,99.5,51.4
Mega Diversified International,MSFT,9.98,-1.4,0.61,273.6,100.0
Mega Diversified International,NVDA,9.91,362.1,1.75,202.1,99.9
Mega Diversified International,EBR,9.85,50.8,2.97,16.4,10.1
Mega Diversified International,ELP,9.76,45.3,1.94,16.0,9.8
Mega Diversified International,AXP,9.62,172.1,1.36,263.7,99.9
Mega Diversified International,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified International,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified International,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified International,PBR-A,3.27,56.7,1.54,28.9,21.9
Mega Diversified International,LLY,3.2,-99.9,0.41,259.7,99.2
Mega Diversified International,AAPL,0.71,-99.9,-0.17,286.0,99.9
Barbell All,ENEV3,22.39,112.5,2.79,27.5,12.8
Barbell All,BRAP3,22.39,95.1,2.41,26.6,18.7
Barbell All,CPLE3,22.39,65.3,2.65,17.3,7.5
Barbell All,NVDA,12.31,362.1,1.75,202.1,99.9
Barbell All,GOOG,11.28,931.7,2.38,306.1,100.0
Barbell All,INTC,9.24,282.3,2.06,99.5,51.4
Barbell Brazilian,CPLE3,24.53,65.3,2.65,17.3,7.5
Barbell Brazilian,BRAP3,22.86,95.1,2.41,26.6,18.7
Barbell Brazilian,ENEV3,20.03,112.5,2.79,27.5,12.8
Barbell Brazilian,BBSE3,18.37,30.6,0.97,68.3,60.6
Barbell Brazilian,PRIO3,14.21,263.2,2.83,110.8,59.4
Barbell International,EBR,26.04,50.8,2.97,16.4,10.1
Barbell International,ELP,26.04,45.3,1.94,16.0,9.8
Barbell International,NVDA,18.21,362.1,1.75,202.1,99.9
Barbell International,GOOG,16.19,931.7,2.38,306.1,100.0
Barbell International,INTC,13.51,282.3,2.06,99.5,51.4
Inverse Vol All,EBR,12.52,50.8,2.97,16.4,10.1
Inverse Vol All,ALUP4,12.06,31.1,1.83,17.0,10.5
Inverse Vol All,CPLE3,11.87,65.3,2.65,17.3,7.5
Inverse Vol All,CMIG4,11.12,20.5,0.96,18.4,10.9
Inverse Vol All,CPLE6,10.86,50.1,2.16,18.9,11.2
Inverse Vol All,BPAN4,7.91,51.6,1.86,25.9,16.8
Inverse Vol All,BRAP3,7.7,95.1,2.41,26.6,18.7
Inverse Vol All,EALT4,6.09,13.3,0.59,33.7,37.3
Inverse Vol All,BRKM6,5.82,28.2,1.23,35.3,24.3
Inverse Vol All,ELET3,4.11,292.7,2.46,49.9,32.6
Inverse Vol All,ELET6,3.38,266.1,2.07,60.8,37.3
Inverse Vol All,BBSE3,3.0,30.6,0.97,68.3,60.6
Inverse Vol All,BAC,2.09,196.9,2.94,98.3,72.3
Inverse Vol All,AXP,0.78,172.1,1.36,263.7,99.9
Inverse Vol All,AAPL,0.72,-99.9,-0.17,286.0,99.9
Inverse Vol Brazilian,ALUP4,11.21,31.1,1.83,17.0,10.5
Inverse Vol Brazilian,CPLE3,11.03,65.3,2.65,17.3,7.5
Inverse Vol Brazilian,CMIG4,10.34,20.5,0.96,18.4,10.9
Inverse Vol Brazilian,CPLE6,10.09,50.1,2.16,18.9,11.2
Inverse Vol Brazilian,BPAN4,7.35,51.6,1.86,25.9,16.8
Inverse Vol Brazilian,BRAP3,7.16,95.1,2.41,26.6,18.7
Inverse Vol Brazilian,ENEV3,6.92,112.5,2.79,27.5,12.8
Inverse Vol Brazilian,GGBR3,5.71,30.2,0.87,33.4,29.1
Inverse Vol Brazilian,EALT4,5.66,13.3,0.59,33.7,37.3
Inverse Vol Brazilian,BRKM6,5.41,28.2,1.23,35.3,24.3
Inverse Vol Brazilian,ITUB4,5.24,170.1,2.79,36.4,20.0
Inverse Vol Brazilian,LEVE3,4.14,122.1,1.91,46.0,39.7
Inverse Vol Brazilian,ELET3,3.82,292.7,2.46,49.9,32.6
Inverse Vol Brazilian,ELET6,3.14,266.1,2.07,60.8,37.3
Inverse Vol Brazilian,BBSE3,2.79,30.6,0.97,68.3,60.6
Inverse Vol International,ELP,28.86,45.3,1.94,16.0,9.8
Inverse Vol International,EBR,28.24,50.8,2.97,16.4,10.1
Inverse Vol International,PBR-A,16.02,56.7,1.54,28.9,21.9
Inverse Vol International,BAC,4.71,196.9,2.94,98.3,72.3
Inverse Vol International,INTC,4.65,282.3,2.06,99.5,51.4
Inverse Vol International,HSBC,3.24,277.8,2.43,142.8,98.3
Inverse Vol International,NVDA,2.29,362.1,1.75,202.1,99.9
Inverse Vol International,JPM,2.02,-61.4,1.04,228.9,99.0
Inverse Vol International,LLY,1.78,-99.9,0.41,259.7,99.2
Inverse Vol International,AXP,1.75,172.1,1.36,263.7,99.9
Inverse Vol International,MSFT,1.69,-1.4,0.61,273.6,100.0
Inverse Vol International,AAPL,1.62,-99.9,-0.17,286.0,99.9
Inverse Vol International,PYPL,1.61,126.3,1.36,287.3,100.0
Inverse Vol International,GOOG,1.51,931.7,2.38,306.1,100.0
Kelly All,ALUP4,9.81,31.1,1.83,17.0,10.5
Kelly All,AXP,9.81,172.1,1.36,263.7,99.9
Kelly All,BPAN4,9.81,51.6,1.86,25.9,16.8
Kelly All,CPLE3,9.81,65.3,2.65,17.3,7.5
Kelly All,ELP,9.81,45.3,1.94,16.0,9.8
Kelly All,CPLE6,9.16,50.1,2.16,18.9,11.2
Kelly All,EBR,8.24,50.8,2.97,16.4,10.1
Kelly All,BRKM6,7.84,28.2,1.23,35.3,24.3
Kelly All,BRAP3,6.68,95.1,2.41,26.6,18.7
Kelly All,BBSE3,6.35,30.6,0.97,68.3,60.6
Kelly All,ELET6,4.81,266.1,2.07,60.8,37.3
Kelly All,BAC,4.13,196.9,2.94,98.3,72.3
Kelly All,ELET3,2.77,292.7,2.46,49.9,32.6
Kelly All,ENEV3,0.58,112.5,2.79,27.5,12.8
Kelly All,EALT4,0.36,13.3,0.59,33.7,37.3
Kelly Brazilian,ALUP4,10.56,31.1,1.83,17.0,10.5
Kelly Brazilian,BPAN4,10.56,51.6,1.86,25.9,16.8
Kelly Brazilian,CPLE3,10.56,65.3,2.65,17.3,7.5
Kelly Brazilian,PRIO3,10.56,263.2,2.83,110.8,59.4
Kelly Brazilian,PSSA3,10.56,235.4,2.72,49.6,36.7
Kelly Brazilian,CPLE6,9.85,50.1,2.16,18.9,11.2
Kelly Brazilian,BRKM6,8.43,28.2,1.23,35.3,24.3
Kelly Brazilian,BRAP3,7.19,95.1,2.41,26.6,18.7
Kelly Brazilian,BBSE3,6.83,30.6,0.97,68.3,60.6
Kelly Brazilian,ELET6,5.18,266.1,2.07,60.8,37.3
Kelly Brazilian,ITUB4,4.78,170.1,2.79,36.4,20.0
Kelly Brazilian,ELET3,2.99,292.7,2.46,49.9,32.6
Kelly Brazilian,LEVE3,0.94,122.1,1.91,46.0,39.7
Kelly Brazilian,ENEV3,0.63,112.5,2.79,27.5,12.8
Kelly Brazilian,EALT4,0.39,13.3,0.59,33.7,37.3
Kelly International,AXP,11.03,172.1,1.36,263.7,99.9
Kelly International,ELP,11.03,45.3,1.94,16.0,9.8
Kelly International,HSBC,11.03,277.8,2.43,142.8,98.3
Kelly International,INTC,11.03,282.3,2.06,99.5,51.4
Kelly International,NVDA,11.03,362.1,1.75,202.1,99.9
Kelly International,PYPL,11.03,126.3,1.36,287.3,100.0
Kelly International,MSFT,9.58,-1.4,0.61,273.6,100.0
Kelly International,EBR,9.26,50.8,2.97,16.4,10.1
Kelly International,BAC,4.65,196.9,2.94,98.3,72.3
Kelly International,JPM,4.21,-61.4,1.04,228.9,99.0
Kelly International,GOOG,3.22,931.7,2.38,306.1,100.0
Kelly International,PBR-A,2.89,56.7,1.54,28.9,21.9
Sector Technology All 3,GOOG,33.33,931.7,2.38,306.1,100.0
Sector Technology All 3,NVDA,33.33,362.1,1.75,202.1,99.9
Sector Technology All 3,INTC,33.33,282.3,2.06,99.5,51.4
Sector Technology International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Sector Technology International 3,NVDA,33.33,362.1,1.75,202.1,99.9
Sector Technology International 3,INTC,33.33,282.3,2.06,99.5,51.4
Sector Finances All 3,HSBC,33.33,277.8,2.43,142.8,98.3
Sector Finances All 3,BAC,33.33,196.9,2.94,98.3,72.3
Sector Finances All 3,ITUB4,33.33,170.1,2.79,36.4,20.0
Sector Finances Brazilian 3,BPAN4,34.28,51.6,1.86,25.9,16.8
Sector Finances Brazilian 3,SANB4,34.28,42.1,1.34,29.5,21.0
Sector Finances Brazilian 3,ITUB4,31.44,170.1,2.79,36.4,20.0
Sector Finances International 3,HSBC,33.33,277.8,2.43,142.8,98.3
Sector Finances International 3,BAC,33.33,196.9,2.94,98.3,72.3
Sector Finances International 3,AXP,33.33,172.1,1.36,263.7,99.9
Sector Energy All 3,ELET3,33.33,292.7,2.46,49.9,32.6
Sector Energy All 3,ELET6,33.33,266.1,2.07,60.8,37.3
Sector Energy All 3,ENEV3,33.33,112.5,2.79,27.5,12.8
Sector Energy Brazilian 3,ELET3,33.33,292.7,2.46,49.9,32.6
Sector Energy Brazilian 3,ELET6,33.33,266.1,2.07,60.8,37.3
Sector Energy Brazilian 3,ENEV3,33.33,112.5,2.79,27.5,12.8
Sector Energy International 3,EBR,50.0,50.8,2.97,16.4,10.1
Sector Energy International 3,ELP,50.0,45.3,1.94,16.0,9.8
Sector Consumer All 3,PSSA3,50.0,235.4,2.72,49.6,36.7
Sector Consumer All 3,AAPL,50.0,-99.9,-0.17,286.0,99.9
Sector Consumer Brazilian 3,PSSA3,100.0,235.4,2.72,49.6,36.7
Sector Consumer International 3,AAPL,100.0,-99.9,-0.17,286.0,99.9
Sector Health All 3,LLY,100.0,-99.9,0.41,259.7,99.2
Sector Health International 3,LLY,100.0,-99.9,0.41,259.7,99.2
Momentum All 3,GOOG,33.33,931.7,2.38,306.1,100.0
Momentum All 3,UNIP3,33.33,366.9,2.24,79.2,34.8
Momentum All 3,NVDA,33.33,362.1,1.75,202.1,99.9
Momentum Brazilian 3,UNIP6,35.13,315.8,2.34,73.5,42.2
Momentum Brazilian 3,ELET3,35.13,292.7,2.46,49.9,32.6
Momentum Brazilian 3,UNIP3,29.73,366.9,2.24,79.2,34.8
Momentum International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Momentum International 3,NVDA,33.33,362.1,1.75,202.1,99.9
Momentum International 3,INTC,33.33,282.3,2.06,99.5,51.4
Mean Reversion All 3,LLY,33.93,-99.9,0.41,259.7,99.2
Mean Reversion All 3,JPM,33.93,-61.4,1.04,228.9,99.0
Mean Reversion All 3,AAPL,32.15,-99.9,-0.17,286.0,99.9
Mean Reversion International 3,LLY,33.93,-99.9,0.41,259.7,99.2
Mean Reversion International 3,JPM,33.93,-61.4,1.04,228.9,99.0
Mean Reversion International 3,AAPL,32.15,-99.9,-0.17,286.0,99.9
Quality All 3,EBR,36.86,50.8,2.97,16.4,10.1
Quality All 3,BAC,36.86,196.9,2.94,98.3,72.3
Quality All 3,PRIO3,26.27,263.2,2.83,110.8,59.4
Quality Brazilian 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Quality Brazilian 3,ITUB4,33.33,170.1,2.79,36.4,20.0
Quality Brazilian 3,ENEV3,33.33,112.5,2.79,27.5,12.8
Quality International 3,EBR,34.91,50.8,2.97,16.4,10.1
Quality International 3,BAC,34.91,196.9,2.94,98.3,72.3
Quality International 3,HSBC,30.18,277.8,2.43,142.8,98.3
Value All 3,ELET3,35.13,292.7,2.46,49.9,32.6
Value All 3,UNIP6,35.13,315.8,2.34,73.5,42.2
Value All 3,UNIP3,29.73,366.9,2.24,79.2,34.8
Value Brazilian 3,ELET3,35.13,292.7,2.46,49.9,32.6
Value Brazilian 3,UNIP6,35.13,315.8,2.34,73.5,42.2
Value Brazilian 3,UNIP3,29.73,366.9,2.24,79.2,34.8
Value International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Value International 3,INTC,33.33,282.3,2.06,99.5,51.4
Value International 3,EBR,33.33,50.8,2.97,16.4,10.1
Growth All 3,GOOG,33.33,931.7,2.38,306.1,100.0
Growth All 3,UNIP3,33.33,366.9,2.24,79.2,34.8
Growth All 3,NVDA,33.33,362.1,1.75,202.1,99.9
Growth Brazilian 3,UNIP6,35.13,315.8,2.34,73.5,42.2
Growth Brazilian 3,ELET3,35.13,292.7,2.46,49.9,32.6
Growth Brazilian 3,UNIP3,29.73,366.9,2.24,79.2,34.8
Growth International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Growth International 3,NVDA,33.33,362.1,1.75,202.1,99.9
Growth International 3,HSBC,33.33,277.8,2.43,142.8,98.3
High Frequency All 3,UNIP3,35.19,366.9,2.24,79.2,34.8
High Frequency All 3,TAEE3,35.19,32.7,1.44,17.6,12.0
High Frequency All 3,AAPL,29.61,-99.9,-0.17,286.0,99.9
High Frequency Brazilian 3,TAEE3,35.33,32.7,1.44,17.6,12.0
High Frequency Brazilian 3,ENEV3,35.33,112.5,2.79,27.5,12.8
High Frequency Brazilian 3,UNIP3,29.34,366.9,2.24,79.2,34.8
High Frequency International 3,PBR-A,35.19,56.7,1.54,28.9,21.9
High Frequency International 3,NVDA,35.19,362.1,1.75,202.1,99.9
High Frequency International 3,AAPL,29.62,-99.9,-0.17,286.0,99.9
Low Turnover All 3,TAEE3,35.33,32.7,1.44,17.6,12.0
Low Turnover All 3,ENEV3,35.33,112.5,2.79,27.5,12.8
Low Turnover All 3,UNIP3,29.34,366.9,2.24,79.2,34.8
Low Turnover Brazilian 3,TAEE3,35.33,32.7,1.44,17.6,12.0
Low Turnover Brazilian 3,ENEV3,35.33,112.5,2.79,27.5,12.8
Low Turnover Brazilian 3,UNIP3,29.34,366.9,2.24,79.2,34.8
Low Turnover International 3,PBR-A,33.33,56.7,1.54,28.9,21.9
Low Turnover International 3,NVDA,33.33,362.1,1.75,202.1,99.9
Low Turnover International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Swing Trading All 3,AXP,35.93,172.1,1.36,263.7,99.9
Swing Trading All 3,PYPL,35.93,126.3,1.36,287.3,100.0
Swing Trading All 3,MSFT,28.13,-1.4,0.61,273.6,100.0
Swing Trading Brazilian 3,BRKM6,100.0,28.2,1.23,35.3,24.3
Swing Trading International 3,AXP,35.93,172.1,1.36,263.7,99.9
Swing Trading International 3,PYPL,35.93,126.3,1.36,287.3,100.0
Swing Trading International 3,MSFT,28.13,-1.4,0.61,273.6,100.0
Risk Parity All 3,EBR,35.19,50.8,2.97,16.4,10.1
Risk Parity All 3,ENEV3,35.19,112.5,2.79,27.5,12.8
Risk Parity All 3,ITUB4,29.63,170.1,2.79,36.4,20.0
Risk Parity Brazilian 3,ENEV3,33.33,112.5,2.79,27.5,12.8
Risk Parity Brazilian 3,ITUB4,33.33,170.1,2.79,36.4,20.0
Risk Parity Brazilian 3,CPLE3,33.33,65.3,2.65,17.3,7.5
Risk Parity International 3,EBR,34.91,50.8,2.97,16.4,10.1
Risk Parity International 3,BAC,34.91,196.9,2.94,98.3,72.3
Risk Parity International 3,HSBC,30.18,277.8,2.43,142.8,98.3
Max Sharpe All 3,BAC,33.33,196.9,2.94,98.3,72.3
Max Sharpe All 3,EBR,33.33,50.8,2.97,16.4,10.1
Max Sharpe All 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Max Sharpe Brazilian 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Max Sharpe Brazilian 3,ITUB4,33.33,170.1,2.79,36.4,20.0
Max Sharpe Brazilian 3,ENEV3,33.33,112.5,2.79,27.5,12.8
Max Sharpe International 3,BAC,33.33,196.9,2.94,98.3,72.3
Max Sharpe International 3,EBR,33.33,50.8,2.97,16.4,10.1
Max Sharpe International 3,HSBC,33.33,277.8,2.43,142.8,98.3
Min Variance All 3,GOOG,33.33,931.7,2.38,306.1,100.0
Min Variance All 3,PYPL,33.33,126.3,1.36,287.3,100.0
Min Variance All 3,AAPL,33.33,-99.9,-0.17,286.0,99.9
Min Variance Brazilian 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Min Variance Brazilian 3,UNIP3,33.33,366.9,2.24,79.2,34.8
Min Variance Brazilian 3,UNIP6,33.33,315.8,2.34,73.5,42.2
Min Variance International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Min Variance International 3,PYPL,33.33,126.3,1.36,287.3,100.0
Min Variance International 3,AAPL,33.33,-99.9,-0.17,286.0,99.9
Max Diversification All 3,PYPL,35.18,126.3,1.36,287.3,100.0
Max Diversification All 3,INTC,35.18,282.3,2.06,99.5,51.4
Max Diversification All 3,AAPL,29.64,-99.9,-0.17,286.0,99.9
Max Diversification Brazilian 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Max Diversification Brazilian 3,UNIP3,33.33,366.9,2.24,79.2,34.8
Max Diversification Brazilian 3,BRKM6,33.33,28.2,1.23,35.3,24.3
Max Diversification International 3,PYPL,33.93,126.3,1.36,287.3,100.0
Max Diversification International 3,LLY,33.93,-99.9,0.41,259.7,99.2
Max Diversification International 3,AAPL,32.14,-99.9,-0.17,286.0,99.9
Concentrated All 3,GOOG,33.33,931.7,2.38,306.1,100.0
Concentrated All 3,UNIP3,33.33,366.9,2.24,79.2,34.8
Concentrated All 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Concentrated Brazilian 3,UNIP3,33.33,366.9,2.24,79.2,34.8
Concentrated Brazilian 3,PRIO3,33.33,263.2,2.83,110.8,59.4
Concentrated Brazilian 3,UNIP6,33.33,315.8,2.34,73.5,42.2
Concentrated International 3,GOOG,33.33,931.7,2.38,306.1,100.0
Concentrated International 3,HSBC,33.33,277.8,2.43,142.8,98.3
Concentrated International 3,BAC,33.33,196.9,2.94,98.3,72.3
Mega Diversified All 3,INTC,9.33,282.3,2.06,99.5,51.4
Mega Diversified All 3,PRIO3,8.61,263.2,2.83,110.8,59.4
Mega Diversified All 3,HSBC,8.42,277.8,2.43,142.8,98.3
Mega Diversified All 3,UNIP6,8.37,315.8,2.34,73.5,42.2
Mega Diversified All 3,UNIP3,8.27,366.9,2.24,79.2,34.8
Mega Diversified All 3,PYPL,8.27,126.3,1.36,287.3,100.0
Mega Diversified All 3,MSFT,8.23,-1.4,0.61,273.6,100.0
Mega Diversified All 3,NVDA,8.13,362.1,1.75,202.1,99.9
Mega Diversified All 3,BBSE3,8.09,30.6,0.97,68.3,60.6
Mega Diversified All 3,AXP,7.82,172.1,1.36,263.7,99.9
Mega Diversified All 3,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified All 3,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified All 3,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified All 3,LLY,2.11,-99.9,0.41,259.7,99.2
Mega Diversified All 3,AAPL,0.67,-99.9,-0.17,286.0,99.9
Mega Diversified Brazilian 3,PRIO3,6.67,263.2,2.83,110.8,59.4
Mega Diversified Brazilian 3,UNIP3,6.67,366.9,2.24,79.2,34.8
Mega Diversified Brazilian 3,BBSE3,6.67,30.6,0.97,68.3,60.6
Mega Diversified Brazilian 3,UNIP6,6.67,315.8,2.34,73.5,42.2
Mega Diversified Brazilian 3,LEVE3,6.67,122.1,1.91,46.0,39.7
Mega Diversified Brazilian 3,ELET6,6.67,266.1,2.07,60.8,37.3
Mega Diversified Brazilian 3,PSSA3,6.67,235.4,2.72,49.6,36.7
Mega Diversified Brazilian 3,ELET3,6.67,292.7,2.46,49.9,32.6
Mega Diversified Brazilian 3,GGBR3,6.67,30.2,0.87,33.4,29.1
Mega Diversified Brazilian 3,EALT4,6.67,13.3,0.59,33.7,37.3
Mega Diversified Brazilian 3,TAEE11,6.67,136.8,2.27,36.1,22.1
Mega Diversified Brazilian 3,BRAP3,6.67,95.1,2.41,26.6,18.7
Mega Diversified Brazilian 3,ITUB4,6.67,170.1,2.79,36.4,20.0
Mega Diversified Brazilian 3,ENEV3,6.67,112.5,2.79,27.5,12.8
Mega Diversified Brazilian 3,SANB4,6.67,42.1,1.34,29.5,21.0
Mega Diversified International 3,PYPL,10.0,126.3,1.36,287.3,100.0
Mega Diversified International 3,HSBC,10.0,277.8,2.43,142.8,98.3
Mega Diversified International 3,INTC,10.0,282.3,2.06,99.5,51.4
Mega Diversified International 3,MSFT,9.98,-1.4,0.61,273.6,100.0
Mega Diversified International 3,NVDA,9.91,362.1,1.75,202.1,99.9
Mega Diversified International 3,EBR,9.85,50.8,2.97,16.4,10.1
Mega Diversified International 3,ELP,9.76,45.3,1.94,16.0,9.8
Mega Diversified International 3,AXP,9.62,172.1,1.36,263.7,99.9
Mega Diversified International 3,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified International 3,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified International 3,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified International 3,PBR-A,3.27,56.7,1.54,28.9,21.9
Mega Diversified International 3,LLY,3.2,-99.9,0.41,259.7,99.2
Mega Diversified International 3,AAPL,0.71,-99.9,-0.17,286.0,99.9
Barbell All 3,GOOG,50.0,931.7,2.38,306.1,100.0
Barbell All 3,ENEV3,50.0,112.5,2.79,27.5,12.8
Barbell Brazilian 3,PRIO3,50.0,263.2,2.83,110.8,59.4
Barbell Brazilian 3,ENEV3,50.0,112.5,2.79,27.5,12.8
Barbell International 3,GOOG,50.0,931.7,2.38,306.1,100.0
Barbell International 3,EBR,50.0,50.8,2.97,16.4,10.1
Inverse Vol All 3,ALUP4,88.97,31.1,1.83,17.0,10.5
Inverse Vol All 3,AXP,5.74,172.1,1.36,263.7,99.9
Inverse Vol All 3,AAPL,5.29,-99.9,-0.17,286.0,99.9
Inverse Vol Brazilian 3,ALUP4,52.5,31.1,1.83,17.0,10.5
Inverse Vol Brazilian 3,BPAN4,34.43,51.6,1.86,25.9,16.8
Inverse Vol Brazilian 3,BBSE3,13.07,30.6,0.97,68.3,60.6
Inverse Vol International 3,BAC,58.24,196.9,2.94,98.3,72.3
Inverse Vol International 3,AXP,21.72,172.1,1.36,263.7,99.9
Inverse Vol International 3,AAPL,20.03,-99.9,-0.17,286.0,99.9
Kelly All 3,ALUP4,41.3,31.1,1.83,17.0,10.5
Kelly All 3,AXP,41.3,172.1,1.36,263.7,99.9
Kelly All 3,BAC,17.4,196.9,2.94,98.3,72.3
Kelly Brazilian 3,ALUP4,37.78,31.1,1.83,17.0,10.5
Kelly Brazilian 3,BPAN4,37.78,51.6,1.86,25.9,16.8
Kelly Brazilian 3,BBSE3,24.45,30.6,0.97,68.3,60.6
Kelly International 3,AXP,44.24,172.1,1.36,263.7,99.9
Kelly International 3,EBR,37.13,50.8,2.97,16.4,10.1
Kelly International 3,BAC,18.63,196.9,2.94,98.3,72.3
Sector Technology All 5,GOOG,20.0,931.7,2.38,306.1,100.0
Sector Technology All 5,NVDA,20.0,362.1,1.75,202.1,99.9
Sector Technology All 5,INTC,20.0,282.3,2.06,99.5,51.4
Sector Technology All 5,PYPL,20.0,126.3,1.36,287.3,100.0
Sector Technology All 5,MSFT,20.0,-1.4,0.61,273.6,100.0
Sector Technology International 5,GOOG,20.0,931.7,2.38,306.1,100.0
Sector Technology International 5,NVDA,20.0,362.1,1.75,202.1,99.9
Sector Technology International 5,INTC,20.0,282.3,2.06,99.5,51.4
Sector Technology International 5,PYPL,20.0,126.3,1.36,287.3,100.0
Sector Technology International 5,MSFT,20.0,-1.4,0.61,273.6,100.0
Sector Finances All 5,BAC,24.24,196.9,2.94,98.3,72.3
Sector Finances All 5,AXP,24.24,172.1,1.36,263.7,99.9
Sector Finances All 5,BPAN4,24.24,51.6,1.86,25.9,16.8
Sector Finances All 5,HSBC,13.65,277.8,2.43,142.8,98.3
Sector Finances All 5,ITUB4,13.63,170.1,2.79,36.4,20.0
Sector Finances Brazilian 5,BPAN4,27.91,51.6,1.86,25.9,16.8
Sector Finances Brazilian 5,SANB4,27.91,42.1,1.34,29.5,21.0
Sector Finances Brazilian 5,BBSE3,23.98,30.6,0.97,68.3,60.6
Sector Finances Brazilian 5,ITUB4,20.2,170.1,2.79,36.4,20.0
Sector Finances International 5,HSBC,28.8,277.8,2.43,142.8,98.3
Sector Finances International 5,BAC,28.8,196.9,2.94,98.3,72.3
Sector Finances International 5,AXP,28.8,172.1,1.36,263.7,99.9
Sector Finances International 5,JPM,13.6,-61.4,1.04,228.9,99.0
Sector Energy All 5,EBR,25.45,50.8,2.97,16.4,10.1
Sector Energy All 5,ENEV3,21.68,112.5,2.79,27.5,12.8
Sector Energy All 5,ELET3,20.76,292.7,2.46,49.9,32.6
Sector Energy All 5,ELET6,18.93,266.1,2.07,60.8,37.3
Sector Energy All 5,TAEE11,13.18,136.8,2.27,36.1,22.1
Sector Energy Brazilian 5,CPLE3,24.07,65.3,2.65,17.3,7.5
Sector Energy Brazilian 5,ELET3,22.58,292.7,2.46,49.9,32.6
Sector Energy Brazilian 5,ELET6,21.1,266.1,2.07,60.8,37.3
Sector Energy Brazilian 5,ENEV3,19.53,112.5,2.79,27.5,12.8
Sector Energy Brazilian 5,TAEE11,12.72,136.8,2.27,36.1,22.1
Sector Energy International 5,EBR,50.0,50.8,2.97,16.4,10.1
Sector Energy International 5,ELP,50.0,45.3,1.94,16.0,9.8
Sector Consumer All 5,PSSA3,50.0,235.4,2.72,49.6,36.7
Sector Consumer All 5,AAPL,50.0,-99.9,-0.17,286.0,99.9
